"A1";"A2";"B1";"B2";"C1";"C2";"D1";"D2";  
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03142;00199;03335;00198;03335;
01575;01967;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01968;00398;03143;00198;03334;00198;03335;
01574;01966;00399;03143;00198;03335;00198;03335;
01573;01968;00398;03143;00198;03334;00198;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00399;03142;00198;03335;00199;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00399;03143;00198;03335;00199;03335;
01575;01967;00399;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00199;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00199;03334;00198;03335;
01574;01967;00398;03143;00199;03334;00199;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00399;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00198;03335;00199;03334;
01574;01967;00399;03143;00198;03335;00199;03335;
01573;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03142;00198;03335;00199;03335;
01574;01968;00398;03142;00198;03335;00198;03334;
01574;01967;00399;03142;00198;03335;00199;03334;
01574;01968;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03143;00199;03334;00198;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00199;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00399;03143;00198;03334;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01573;01967;00399;03143;00198;03334;00199;03335;
01574;01967;00399;03142;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03334;
01574;01967;00399;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01967;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00199;03335;
01575;01966;00398;03143;00199;03334;00198;03335;
01573;01967;00398;03143;00199;03334;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00198;03335;00197;03335;
01574;01966;00399;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00199;03334;
01574;01967;00398;03143;00198;03335;00198;03335;
01574;01968;00399;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00199;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03334;
01575;01966;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03334;00198;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01574;01967;00398;03143;00199;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00199;03335;
01573;01967;00399;03143;00198;03334;00199;03335;
01574;01966;00399;03143;00198;03335;00199;03335;
01573;01968;00398;03143;00198;03335;00199;03335;
01574;01966;00399;03143;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00199;03335;
01575;01967;00399;03142;00198;03335;00198;03335;
01574;01968;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03142;00198;03335;00199;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03142;00198;03335;00198;03336;
01574;01967;00398;03142;00199;03335;00198;03334;
01575;01967;00398;03142;00199;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03334;
01575;01967;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00199;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03334;00198;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03143;00198;03335;00197;03335;
01574;01968;00399;03142;00198;03335;00198;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00398;03142;00198;03335;00198;03335;
01574;01967;00399;03142;00198;03335;00198;03334;
01574;01968;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01967;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01573;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03142;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00199;03334;
01574;01967;00399;03142;00198;03335;00198;03335;
01574;01968;00399;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03143;00198;03335;00198;03334;
01575;01967;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00199;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00199;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03143;00198;03334;00198;03335;
01574;01967;00399;03143;00198;03335;00197;03335;
01574;01968;00398;03143;00198;03335;00199;03334;
01574;01967;00398;03143;00198;03335;00199;03335;
01574;01968;00398;03143;00198;03335;00199;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03336;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03142;00199;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03334;
01575;01966;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03336;00198;03335;
01574;01966;00398;03143;00199;03334;00198;03335;
01573;01967;00398;03143;00198;03336;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00199;03335;
01573;01967;00399;03143;00198;03334;00198;03335;
01574;01966;00399;03143;00198;03335;00199;03335;
01573;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00199;03334;
01574;01967;00399;03143;00198;03335;00198;03334;
01574;01968;00399;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03142;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03334;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00199;03334;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00199;03334;00198;03335;
01573;01967;00398;03143;00199;03335;00199;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03142;00198;03334;00199;03335;
01574;01968;00399;03143;00198;03335;00198;03335;
01575;01967;00399;03142;00198;03335;00199;03335;
01574;01968;00398;03142;00198;03335;00199;03334;
01575;01967;00399;03142;00198;03335;00198;03336;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03142;00199;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03334;00198;03335;
01573;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01967;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01967;00398;03143;00198;03334;00198;03335;
01573;01967;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03142;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03334;
01575;01967;00399;03142;00198;03335;00198;03334;
01574;01968;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03143;00198;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03143;00198;03335;00199;03334;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00399;03142;00198;03335;00199;03334;
01574;01967;00398;03142;00198;03335;00199;03335;
01574;01968;00399;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01575;01967;00398;03143;00199;03334;00198;03334;
01574;01967;00398;03143;00199;03334;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00197;03335;
01573;01967;00399;03143;00198;03334;00198;03335;
01574;01967;00398;03143;00198;03335;00197;03335;
01573;01968;00399;03143;00198;03334;00198;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01573;01968;00398;03143;00198;03335;00199;03335;
01574;01967;00399;03142;00198;03335;00199;03334;
01574;01967;00398;03143;00198;03335;00199;03334;
01575;01967;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03143;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03334;00198;03335;
01574;01967;00398;03143;00199;03335;00199;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00198;03335;00199;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00198;03336;
01574;01968;00398;03142;00198;03335;00199;03334;
01575;01967;00399;03142;00198;03335;00198;03335;
01574;01968;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03143;00198;03335;00198;03334;
01574;01967;00398;03142;00199;03335;00198;03335;
01575;01967;00398;03142;00199;03335;00198;03334;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03334;00198;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01967;00398;03143;00198;03334;00198;03335;
01573;01967;00398;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01573;01968;00399;03143;00198;03335;00199;03335;
01575;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00399;03142;00198;03335;00199;03336;
01575;01967;00399;03142;00198;03335;00199;03335;
01574;01967;00399;03142;00198;03335;00199;03335;
01575;01967;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03142;00199;03335;00198;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00199;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01573;01967;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00199;03334;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03334;
01574;01968;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03336;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01966;00398;03142;00198;03335;00198;03335;
01574;01967;00398;03142;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03334;00199;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03334;00198;03335;
01573;01968;00399;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01968;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03142;00198;03335;00199;03335;
01574;01968;00399;03143;00198;03335;00198;03335;
01574;01967;00399;03142;00198;03335;00199;03334;
01574;01967;00399;03142;00198;03335;00198;03334;
01575;01967;00398;03143;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00199;03335;00198;03334;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00198;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03334;00199;03335;
01574;01966;00398;03143;00199;03334;00198;03335;
01573;01967;00398;03143;00199;03334;00199;03335;
01574;01967;00398;03143;00198;03335;00198;03335;
01573;01967;00398;03143;00198;03334;00199;03335;
01574;01966;00399;03143;00198;03335;00199;03335;
01574;01967;00399;03143;00198;03334;00199;03335;
01574;01967;00399;03143;00198;03335;00199;03335;
01573;01968;00399;03143;00198;03335;00199;03335;
01574;01967;00398;03142;00198;03335;00199;03335;
01574;01967;00398;03143;00198;03335;00199;03335;
01575;01967;00398;03143;00198;03335;00198;03335;
01574;01967;00398;03142;00198;03335;00198;03334;
01575;01967;00398;03142;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03143;00198;03335;00198;03334;
01574;01967;00398;03142;00198;03335;00198;03335;
01575;01967;00398;03143;00199;03335;00198;03335;
01574;01967;00398;03143;00199;03335;00199;03335;
01575;01966;00398;03143;00199;03336;00198;03335;
01573;01967;00398;03143;00199;03335;00199;03335;
01575;01966;00398;03143;00199;03335;00198;03335;
01573;01967;00398;03143;00198;03334;00198;03335;
01574;01966;00398;03143;00198;03335;00198;03335;
01573;01967;00399;03143;00198;03335;00199;03335;
01574;01967;00398;03143;00198;03334;00198;03335;
01573;01967;00399;03143;00198;03335;00199;03334;
01574;01967;00399;03143;00198;03335;00198;03335;
01574;01968;00399;03143;00198;03335;00199;03334;
